item,1CM-F,2CM-F,3CM-F,4CM-F,5CM-F,6CM-M,7CM-F,8CM-F,9CM-M,10CM-F,11CM-M,12CM-F,13CM-F,14CM-F,15CM-M,16CM-M,17CM-F,18CM-F,19CM-F,20CM-F,21CM-F,22CM-M,23CM-F,24CM-M,25CM-F,26CM-F,27CM-F,28CM-M,29CM-M,30CM-M,31CM-M,32CM-M,33CM-F,34CM-F,35CM-M,36CM-M,37CM-M,38CM-F,39CM-M,1CMP-M,2CMP-F,3CMP-F,4CMP-F,5CMP-M,6CMP-M,7CMP-M,8CMP-F,9CMP-F,10CMP-F,11CMP-F,12CMP-M,1Sp-M,2Sp-M,3Sp-M,4Sp-M,5Sp-M,6Sp-M,7Sp-F,8Sp-F,9Sp-M,10Sp-F,11Sp-F,12Sp-M,13Sp-M,14Sp-F,15Sp-F,16Sp-M,17Sp-M,18Sp-M,1J-M,2J-M,1Se-M,2Se-F,3Se-F,4Se-M,5Se-M,6Se-M,7Se-F,8Se-F,9Se-M
ASO2,a,b,a,a,a,,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,,a,a,a,a,a,a,b,a,a,a,a,a,a,a,,a,a,a,a,,a,b,b,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,b,a,b,a,a,a,a,a,a,a,a,b,a,a
ASO3,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,a,a,b,b,b,,b,,b,b,b,a,b,b,b,b,b,b,b,b,b,b,,b,,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
ASO4,b,b,a,b,b,,b,a,b,b,b,b,,b,b,a,a,a,a,b,b,,a,,b,b,b,b,b,b,a,a,b,b,b,b,b,b,,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
ASO5,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,b,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
ASE1,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,c,,a,,a,a,a,a,a,a,c,a,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
ASE2,a,a,a,a,a,,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,,a,a,a,a,a,a,c,a,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
ASE3,a,a,a,a,a,,a,b,a,a,a,a,a,a,a,a,b,a,a,a,a,,a,,a,a,a,a,a,a,c,a,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a
ASE4,b,a,b,a,b,,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,,b,,b,b,b,a,b,a,a,a,a,b,a,b,b,a,,b,b,a,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
ASE5,b,b,b,b,a,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,,b,,b,b,a,b,b,b,a,b,b,b,b,b,b,b,,b,b,b,b,,b,b,b,b,b,b,a,b,a,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b
ASE6,a,a,a,a,a,,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,,a,,a,a,a,a,a,a,b,b,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
ASE7,b,b,b,b,b,,b,b,b,b,b,b,,b,b,b,a,b,b,b,b,,b,,b,b,b,b,b,b,a,b,b,b,b,a,b,b,,b,b,b,b,,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,,b,b,b,b
OPA1,a,a,a,a,a,,a,a,a,a,b,b,,b,a,a,b,a,a,a,a,,a,,b,a,a,a,a,c,a,a,a,a,a,b,b,a,,b,a,a,c,,a,a,a,a,a,b,a,c,c,a,a,b,c,a,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,b,a,a
OPA2,d,c,d,d,d,,c,a,d,d,d,c,,d,d,c,d,b,d,c,,,c,,c,c,d,c,d,c,,d,d,d,d,c,d,d,,d,c,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,e,d,d,c,d,d,d,d,d,d,d,c,d,d,c,c,c,d,d,d,c,d,d,c
OPA3,a,a,a,a,a,,a,a,a,b,a,a,,b,a,a,b,a,a,a,a,,a,,a,a,a,b,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,c,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a
OPA4,b,a,b,b,b,,b,b,b,b,b,a,,b,b,b,b,b,b,b,b,,b,,b,b,b,b,b,b,c,b,b,b,b,b,b,b,,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,,b,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b
OPA5,c,b,c,c,c,,b,c,c,c,b,c,,c,c,c,c,c,c,c,c,,c,,,c,c,c,c,c,b,c,c,c,c,c,,c,,c,c,c,c,,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,,c,c,c,c,c,c,c,c,c,c,c,c,c
OPA6,b,b,b,b,b,,b,c,b,b,b,b,,b,b,b,b,b,b,b,b,,b,,b,b,b,b,b,b,c,b,b,b,b,b,a,b,,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
OPA7,a,a,a,a,a,,a,a,a,a,a,a,,a,a,a,b,a,a,a,a,,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
OPA8,b,b,b,b,b,,b,b,b,b,b,b,,b,b,b,b,b,b,b,b,,b,,b,b,b,b,b,b,c,b,b,b,b,c,b,b,,b,b,b,b,,b,b,,b,b,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
OPA9,b,b,b,b,b,,b,b,b,b,b,b,,b,b,b,b,b,b,b,b,,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,,b,b,b,b,,b,b,,b,b,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
OPA10,b,b,b,b,b,,d,d,b,b,b,b,,b,b,b,b,b,d,b,b,,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,,b,b,b,b,,b,b,,b,b,b,b,b,b,b,,b,b,b,b,b,b,b,d,b,b,b,d,b,d,b,d,b,b,b,b,b,e,b,b,b
F1,b,,b,a,b,,c,a,b,b,b,b,b,b,b,b,a,a,b,b,b,,b,,b,b,b,a,b,a,a,b,b,b,b,b,b,b,,b,b,b,b,,b,b,,b,b,b,b,b,a,b,,b,b,b,b,b,a,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
F2,b,b,b,b,a,,b,b,b,b,b,b,b,b,b,b,b,b,b,,a,,b,,b,b,b,a,b,a,b,a,a,b,b,b,a,b,,b,b,a,b,,b,b,,b,a,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
F3,b,b,b,b,b,,b,b,b,b,b,b,b,a,b,a,b,a,b,a,b,,a,,b,b,b,b,b,a,b,b,b,b,b,a,b,b,,b,b,b,b,,b,b,,b,b,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,a,a,b,b,b,b,b,b
F4,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,,a,,a,a,a,b,a,b,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,b,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
F5,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a
F6,a,a,a,b,b,,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,,a,,a,a,b,a,a,a,a,a,a,a,a,a,a,a,,b,a,a,a,,a,a,,a,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
F7,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,,a,,a,a,a,b,a,a,a,a,a,a,a,b,a,a,,a,a,a,a,,b,a,,a,a,a,a,a,a,b,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
F8,a,a,a,a,a,,a,a,a,,a,a,a,a,,a,,a,a,,a,,a,,a,a,a,b,a,a,b,a,a,a,a,a,a,a,,a,a,a,a,,a,a,,b,a,a,a,a,a,a,,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
F9,b,b,b,b,b,,c,b,b,b,b,b,b,b,b,b,a,a,b,a,c,,b,,b,b,b,b,a,b,a,b,b,b,c,a,a,b,,b,b,b,b,,b,b,,b,b,b,a,b,b,c,,a,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b
F10,b,a,a,a,a,,a,a,a,b,b,b,a,a,b,b,a,a,a,a,b,,b,,b,b,a,b,b,a,b,b,b,b,b,a,a,a,,b,b,b,b,,b,b,,b,a,b,b,a,b,b,,a,b,b,a,b,b,b,b,b,b,b,b,b,b,b,a,a,b,b,b,b,b,b,b,b
SC1,a,a,b,b,a,,b,b,b,b,b,c,b,b,b,c,b,b,b,b,b,,b,,b,b,b,b,c,b,b,b,a,b,b,a,b,b,,a,b,a,b,,c,b,,b,b,b,b,b,b,b,,b,b,b,b,b,b,c,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b
SC2,d,c,c,c,a,,c,c,c,c,c,c,c,c,c,c,a,c,d,c,c,,c,,a,a,c,c,a,c,c,a,c,a,a,a,c,c,,c,c,c,c,,c,c,,c,c,c,a,c,c,c,,c,c,c,c,c,c,d,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
SC3,a,a,b,a,a,,b,a,a,a,,b,b,b,b,a,a,b,a,a,b,,b,,a,b,b,b,a,a,a,b,a,b,b,a,a,b,,b,a,b,a,,b,b,,b,b,b,b,b,a,b,a,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b
SC4,a,a,a,a,a,,a,a,a,b,a,a,b,a,b,a,b,a,a,a,a,,a,,a,a,a,b,a,a,a,a,a,a,a,a,a,a,,a,a,b,a,,a,a,,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,b,a,a,b,a,a,a,a,a,a,a,a,b,a,a,a,a
SC5,,b,a,b,a,,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,,b,,a,a,a,a,a,a,b,a,a,a,a,a,b,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
SC6,b,b,b,b,b,,b,c,b,b,b,b,,b,b,b,b,b,b,b,b,,b,,b,b,b,b,b,b,b,b,a,b,b,b,b,b,,b,b,b,b,,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b
PF1,a,a,b,b,a,,b,b,b,b,b,c,b,b,b,c,b,b,b,b,b,,b,,b,b,b,b,a,b,a,b,a,b,b,a,b,c,,a,b,a,b,,c,b,,b,b,b,b,b,b,b,a,b,b,b,b,b,b,a,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b
PF2,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,,a,,a,a,a,a,a,a,b,a,a,a,a,a,a,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
PF3,a,a,b,a,a,,b,a,a,b,b,b,b,b,b,a,a,b,b,b,b,,a,,b,b,b,a,a,a,a,a,a,a,b,b,b,b,,b,,b,b,,b,b,,b,b,b,b,a,a,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a
PF4,b,b,d,c,c,,b,c,b,c,c,b,c,b,c,c,b,c,b,c,b,,c,,b,c,b,d,b,c,c,b,c,c,b,c,b,b,,b,c,b,b,,b,b,,b,b,c,c,b,b,b,b,b,c,b,b,c,c,c,b,b,b,c,b,b,b,b,c,b,b,b,c,b,b,c,c,b
PF5,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,,a,a,a,a,a,a,c,a,a,a,a,a,a,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
PF6,b,a,b,a,b,,a,a,a,b,a,b,a,b,b,b,b,b,b,b,a,,b,,b,b,a,b,b,b,a,b,b,b,b,b,b,b,,b,b,b,b,,b,b,,a,b,b,b,a,b,a,b,a,b,a,b,b,a,b,b,b,b,b,b,b,a,b,a,b,b,b,b,a,b,b,b,b
PF7,b,b,a,a,a,,b,a,b,b,a,b,a,b,b,b,b,a,b,b,a,,a,,b,b,b,a,a,a,a,b,b,b,b,b,b,c,,b,b,b,b,,b,b,,b,b,b,b,b,b,b,b,a,b,a,b,b,b,a,b,b,b,b,b,b,b,b,b,a,b,a,b,a,b,b,b,b
CE1,a,b,b,a,b,,b,b,b,b,b,b,b,b,b,b,d,c,b,a,b,,a,,,b,c,b,b,b,c,b,b,b,d,b,c,b,,b,b,b,b,,b,c,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,b,b
CE2,d,d,d,,d,,d,c,d,d,d,d,d,d,d,d,d,b,d,c,e,,c,,,d,d,d,d,c,a,d,d,d,b,d,a,d,,d,d,c,d,,d,d,,d,,,d,e,d,d,d,d,e,d,d,d,d,d,d,d,d,d,d,d,d,d,c,d,d,d,d,d,d,d,d,d
CE3,a,a,a,b,b,,b,b,a,a,a,b,c,a,a,a,a,b,a,b,a,,b,,b,a,a,b,a,a,a,b,a,a,a,b,a,a,,b,a,b,a,,a,a,,b,a,b,a,a,a,b,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b
CE4,b,a,a,a,b,,a,a,b,a,a,c,b,a,b,b,a,a,a,a,b,,a,,b,a,a,a,b,a,a,a,b,b,b,a,a,a,,b,b,b,b,,b,b,,b,a,b,a,b,a,b,a,b,a,b,a,b,b,b,b,b,b,a,a,a,b,b,b,b,b,b,b,b,b,b,b,b
CE5,a,a,a,a,a,,a,a,a,a,a,a,a,b,a,a,a,a,a,,b,,a,,,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,b,a,a,,c,a,,a,a,a,a,a,a,a,a,a,c,a,a,a,a,a,a,b,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a
CE6,c,c,b,c,c,,c,c,d,d,b,c,d,c,c,d,b,,c,c,c,,c,,,c,c,b,c,b,b,c,c,c,c,c,c,e,,c,c,c,c,,c,c,,c,d,c,c,c,d,c,d,d,b,b,c,c,c,d,c,c,c,c,c,c,c,c,c,c,c,c,c,c,d,c,c,b
CE7,b,b,d,d,b,,b,b,b,b,b,b,b,b,d,b,c,b,b,b,b,,b,,,b,b,b,b,b,,a,b,b,a,b,b,d,,b,b,b,b,,b,b,,b,b,c,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
SS1,b,a,a,a,a,,a,b,a,c,a,b,c,b,a,a,a,b,c,b,d,,c,,,b,a,a,b,c,b,a,a,a,a,a,c,b,,a,a,b,b,,a,a,,a,a,a,b,a,d,a,b,b,b,a,c,a,a,a,b,b,a,b,a,b,b,b,a,b,a,d,c,a,b,a,a,a
SS2,a,a,a,a,a,,a,b,a,a,b,a,c,a,a,a,a,b,a,b,a,,c,,,b,a,a,b,b,b,a,a,a,a,a,a,a,,a,a,b,a,,a,a,,a,a,a,b,a,d,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,d,a,a,b,a,a,a
SS3,a,a,a,a,a,,a,b,a,a,a,a,a,a,a,a,a,a,a,a,b,,a,,,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,b,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
SS4,c,c,b,c,c,,c,c,c,b,c,c,d,c,c,b,c,a,c,c,a,,a,,,c,d,c,c,a,b,b,c,c,b,c,b,b,,c,c,c,c,,,c,,c,c,c,c,c,d,c,c,c,c,c,c,c,c,c,c,c,c,c,c,b,c,c,c,c,c,d,b,c,c,c,c,c
SS5,d,d,d,d,d,,d,c,d,a,d,d,c,d,a,c,d,d,d,d,d,,b,,,d,e,d,d,d,a,d,d,d,d,d,d,e,,d,d,d,d,,,d,,d,d,d,d,d,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,,d,d,d,d,d
SS6,b,b,d,c,b,,b,b,b,b,b,b,b,b,b,c,b,d,b,d,c,,d,,,b,b,a,b,b,a,d,b,c,b,c,a,b,,c,c,b,b,,b,b,,c,b,b,b,d,b,b,b,b,b,c,a,b,b,b,b,b,b,b,b,d,b,b,b,b,b,b,b,b,b,b,c,c
SNGS1,a,a,a,a,b,,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,,a,,,a,a,a,a,a,a,b,a,a,a,a,a,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
SNGS2,c,c,c,c,c,,c,b,c,c,c,c,c,c,c,c,c,a,c,b,b,,c,,,c,c,b,c,c,c,c,c,c,c,c,c,c,,c,c,c,c,,c,c,,c,c,c,c,c,b,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
SNGS3,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,c,c,b,b,b,,b,,,b,b,a,c,b,c,b,c,b,b,b,c,b,,b,b,b,b,,b,b,,b,b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
SNGS4,a,a,a,a,a,,a,b,a,c,a,a,a,a,a,a,a,a,a,a,a,,a,,,a,a,b,a,a,a,b,a,a,a,a,a,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
SNGS5,a,a,a,a,a,,a,a,a,c,a,a,b,a,a,a,a,a,a,a,a,,a,,,b,a,b,a,a,a,a,a,a,b,a,a,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
MW1,a,a,a,a,a,,a,c,a,a,d,a,e,a,a,a,a,c,a,a,a,,a,,,a,a,b,b,c,b,d,a,a,a,d,d,e,,a,a,a,a,,a,a,,a,a,d,a,d,a,a,c,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,d,a
MW2,a,a,a,a,a,,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,,a,,,a,a,a,b,,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,,a,a,b,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
MW3,b,a,a,a,b,,a,b,a,a,b,b,,a,a,a,a,a,a,b,b,,a,,,b,a,b,a,a,a,b,a,a,a,a,a,b,,b,b,a,a,,b,a,,b,a,b,a,a,a,b,b,b,a,a,a,a,b,c,b,a,a,,a,a,a,b,a,b,b,a,b,a,b,b,a,a
MW4,a,a,a,a,a,,a,a,a,a,a,a,,a,a,a,b,a,a,a,a,,a,,,a,a,a,a,a,a,a,a,a,a,,a,a,,a,a,a,a,,a,a,,b,a,a,a,a,a,a,a,a,c,a,b,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a
MW5,a,b,a,b,b,,b,a,b,a,a,a,a,a,b,a,b,b,b,a,a,,b,,,b,b,a,b,b,a,a,b,a,b,a,b,a,,b,b,b,b,,b,b,,a,b,b,a,a,a,b,a,b,b,a,b,b,b,a,b,b,b,b,a,a,b,b,a,b,b,b,a,b,b,b,b,b
MW6,a,a,a,a,a,,a,a,a,b,a,a,b,a,a,a,a,a,a,a,a,,a,,,a,a,,a,a,a,a,a,a,a,a,a,a,,a,a,b,a,,a,a,,b,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a
MW7,b,b,b,b,b,,b,a,b,b,b,b,b,a,b,b,a,b,b,b,d,,b,,,b,b,a,b,b,b,c,b,b,b,b,b,b,,b,b,b,b,,b,b,,b,b,a,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
MW8,d,c,c,c,a,,c,a,b,c,a,c,c,c,c,a,a,c,c,d,b,,c,,,b,a,a,a,a,b,c,a,a,a,c,a,b,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a
IF1,b,b,b,b,b,,b,a,b,b,b,b,b,b,b,b,b,a,b,b,b,,b,,,b,b,b,b,b,a,a,b,b,b,b,b,b,,b,b,b,b,,b,b,,a,b,b,a,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,,b,b,b,a,a,b,b,b,b,b,b
IF2,a,a,a,a,a,,a,b,a,a,a,a,a,b,b,b,b,a,b,a,a,,a,,,a,a,b,a,a,a,a,a,a,a,b,a,c,,a,a,a,a,,a,a,,b,b,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a
IF3,a,a,a,a,a,,a,c,a,a,a,a,a,a,a,a,a,b,a,a,a,,a,,,a,a,,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a
IF4,b,b,b,b,b,,b,b,b,c,b,b,b,b,,b,b,c,b,b,b,,b,,,b,b,a,b,b,b,b,b,b,b,c,c,b,,b,b,b,b,,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
IF5,a,a,a,a,a,,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,,,a,a,a,a,a,a,a,a,a,a,a,b,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
IF6,c,c,c,c,c,,c,a,c,c,c,c,c,c,c,c,d,c,c,c,c,,c,,,c,c,a,c,c,a,a,c,c,c,c,c,a,,c,c,c,a,,c,c,,c,c,a,c,c,a,c,a,c,c,c,c,c,c,a,c,c,c,c,c,c,c,c,c,c,c,c,c,a,c,c,c,c
IELSE1,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,,a,,,a,a,b,a,a,a,a,a,a,a,a,a,a,,b,a,a,,,a,a,,a,a,a,a,a,a,a,b,a,c,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a
IELSE2,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,,a,,,a,a,a,a,a,a,b,a,a,a,a,a,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
IELSE3,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,,b,,,b,b,a,b,b,c,b,b,b,b,b,b,b,,b,b,b,b,,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
IELSE4,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,d,d,a,a,a,,a,,,a,c,b,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
IELSE5,b,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,d,a,a,a,a,,a,,,a,a,a,a,a,b,a,a,a,a,a,a,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,a
IELSE6,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,c,,,c,d,b,d,d,c,d,d,d,d,d,d,d,,d,d,d,d,,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
IELSE7,b,d,c,d,d,,b,b,b,a,d,d,b,b,b,b,a,b,b,b,b,,b,,,b,a,d,b,a,a,b,d,d,b,a,b,a,,b,b,d,a,,a,b,,a,a,c,d,b,d,d,a,d,a,d,d,d,a,d,d,d,d,d,d,a,c,d,b,c,d,d,c,b,a,d,a,b
IELSE8,a,a,a,a,a,,a,a,a,a,a,a,c,a,a,a,b,d,a,a,a,,a,,,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,a,a,a,a,d,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
IELSEIF1,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,b,,,a,a,b,a,a,a,a,a,a,a,a,b,a,,a,a,a,a,,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
